make -C bluesim --no-print-directory run
LD_PRELOAD=libSegFault.so SEGFAULT_USE_ALTSTACK=1 SEGFAULT_OUTPUT_NAME=bin/bsimexe-segv-output.txt  ./bin/ubuntu.exe ; retcode=$?; exit $retcode
Start testbench:
XsimTop starting

Cycle       4431 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4432 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4433 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4434 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4435 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4436 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4437 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4438 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4439 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4440 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4441 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4442 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4443 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4444 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4445 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4446 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4447 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4448 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4449 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4450 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4451 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4452 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4453 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4454 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4455 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4456 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4457 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4458 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4459 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4460 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4461 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4462 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4463 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4464 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4465 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4466 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4467 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4468 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4469 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4470 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4471 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4472 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4473 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4474 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4475 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4476 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4477 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4478 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4479 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4480 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4481 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4482 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4483 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4484 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4485 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4486 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4487 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4488 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       4489 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4490 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4491 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4492 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4493 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       4494 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4495 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4496 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4497 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4498 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4499 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4500 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4501 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4502 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4503 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4504 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4505 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4506 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4507 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4508 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4509 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4510 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4511 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       4512 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4513 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4514 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4515 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4516 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       4517 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4518 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4519 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4520 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4521 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4522 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4523 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4524 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4525 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4526 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4527 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4528 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4529 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4530 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4531 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4532 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4533 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4534 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4535 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4536 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4537 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4538 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4539 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4540 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4541 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4542 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4543 ----------------------------------------------------
pc:0000045c inst:(00070793) expanded: addi r15 = r14 0x0

Cycle       4544 ----------------------------------------------------
pc:00000460 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4545 ----------------------------------------------------
pc:00000464 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4546 ----------------------------------------------------
pc:00000468 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4547 ----------------------------------------------------
pc:0000046c inst:(fca590e3) expanded: bne r11 r10 0xffffffc0

Cycle       4548 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4549 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4550 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4551 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4552 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4553 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4554 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4555 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4556 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4557 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4558 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4559 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4560 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4561 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4562 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4563 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4564 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       4565 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4566 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4567 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4568 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4569 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       4570 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4571 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4572 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4573 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4574 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4575 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4576 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4577 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4578 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4579 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4580 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4581 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4582 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4583 ----------------------------------------------------
pc:0000043c inst:(00d7c663) expanded: blt r15 r13 0xc

Cycle       4584 ----------------------------------------------------
pc:00000440 inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4585 ----------------------------------------------------
pc:00000444 inst:(00e6cc63) expanded: blt r13 r14 0x18

Cycle       4586 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4587 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4588 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4589 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4590 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4591 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4592 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4593 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4594 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4595 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       4596 ----------------------------------------------------
pc:00000448 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4597 ----------------------------------------------------
pc:0000044c inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4598 ----------------------------------------------------
pc:00000450 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4599 ----------------------------------------------------
pc:00000454 inst:(fca59ce3) expanded: bne r11 r10 0xffffffd8

Cycle       4600 ----------------------------------------------------
pc:0000042c inst:(0045a783) expanded: lw r15 = [r11 0x4]

Cycle       4601 ----------------------------------------------------
pc:00000430 inst:(0005a703) expanded: lw r14 = [r11 0x0]

Cycle       4602 ----------------------------------------------------
pc:00000434 inst:(0085a683) expanded: lw r13 = [r11 0x8]

Cycle       4603 ----------------------------------------------------
pc:00000438 inst:(02f75e63) expanded: bge r14 r15 0x3c

Cycle       4604 ----------------------------------------------------
pc:00000474 inst:(fed744e3) expanded: blt r14 r13 0xffffffe8

Cycle       4605 ----------------------------------------------------
pc:00000478 inst:(fcd7d8e3) expanded: bge r15 r13 0xffffffd0

Cycle       4606 ----------------------------------------------------
pc:0000047c inst:(00068793) expanded: addi r15 = r13 0x0

Cycle       4607 ----------------------------------------------------
pc:00000480 inst:(00f62023) expanded: sw [r12 0x0] = r15

Cycle       4608 ----------------------------------------------------
pc:00000484 inst:(00458593) expanded: addi r11 = r11 0x4

Cycle       4609 ----------------------------------------------------
pc:00000488 inst:(00460613) expanded: addi r12 = r12 0x4

Cycle       4610 ----------------------------------------------------
pc:0000048c inst:(faa590e3) expanded: bne r11 r10 0xffffffa0

Cycle       4611 ----------------------------------------------------
pc:00000490 inst:(fc9ff06f) expanded: jal r 0 0xffffffc8

Cycle       4612 ----------------------------------------------------
pc:00000458 inst:(00008067) expanded: jalr r 0 [r 1 0x0]

Cycle       4613 ----------------------------------------------------
pc:000007b0 inst:(c0002973) expanded: csrrs r18 csr0xc00 r 0

Cycle       4614 ----------------------------------------------------
pc:000007b4 inst:(40990933) expanded: sub r18 = r18 r 9

Cycle       4615 ----------------------------------------------------
pc:000007b8 inst:(c02024f3) expanded: csrrs r 9 csr0xc02 r 0

Cycle       4616 ----------------------------------------------------
pc:000007bc inst:(00001537) expanded: lui r10 0x1000

Cycle       4617 ----------------------------------------------------
pc:000007c0 inst:(89850513) expanded: addi r10 = r10 0xfffff898

Cycle       4618 ----------------------------------------------------
pc:000007c4 inst:(df5ff0ef) expanded: jal r 1 0xfffffdf4

Cycle       4619 ----------------------------------------------------
pc:000005b8 inst:(00300893) expanded: addi r17 = r 0 0x3

Cycle       4620 ----------------------------------------------------
pc:000005bc inst:(00000073) expanded: ecall
System call. Enter Trap

Cycle       4621 ----------------------------------------------------
pc:00000100 inst:(1c40006f) expanded: jal r 0 0x1c4

Cycle       4622 ----------------------------------------------------
pc:000002c4 inst:(34011173) expanded: csrrw r 2 csr0x340 r 2

Cycle       4623 ----------------------------------------------------
pc:000002c8 inst:(f8010113) expanded: addi r 2 = r 2 0xffffff80

Cycle       4624 ----------------------------------------------------
pc:000002cc inst:(00112223) expanded: sw [r 2 0x4] = r 1

Cycle       4625 ----------------------------------------------------
pc:000002d0 inst:(00312623) expanded: sw [r 2 0xc] = r 3

Cycle       4626 ----------------------------------------------------
pc:000002d4 inst:(00412823) expanded: sw [r 2 0x10] = r 4

Cycle       4627 ----------------------------------------------------
pc:000002d8 inst:(00512a23) expanded: sw [r 2 0x14] = r 5

Cycle       4628 ----------------------------------------------------
pc:000002dc inst:(00612c23) expanded: sw [r 2 0x18] = r 6

Cycle       4629 ----------------------------------------------------
pc:000002e0 inst:(00712e23) expanded: sw [r 2 0x1c] = r 7

Cycle       4630 ----------------------------------------------------
pc:000002e4 inst:(02812023) expanded: sw [r 2 0x20] = r 8

Cycle       4631 ----------------------------------------------------
pc:000002e8 inst:(02912223) expanded: sw [r 2 0x24] = r 9

Cycle       4632 ----------------------------------------------------
pc:000002ec inst:(02a12423) expanded: sw [r 2 0x28] = r10

Cycle       4633 ----------------------------------------------------
pc:000002f0 inst:(02b12623) expanded: sw [r 2 0x2c] = r11

Cycle       4634 ----------------------------------------------------
pc:000002f4 inst:(02c12823) expanded: sw [r 2 0x30] = r12

Cycle       4635 ----------------------------------------------------
pc:000002f8 inst:(02d12a23) expanded: sw [r 2 0x34] = r13

Cycle       4636 ----------------------------------------------------
pc:000002fc inst:(02e12c23) expanded: sw [r 2 0x38] = r14

Cycle       4637 ----------------------------------------------------
pc:00000300 inst:(02f12e23) expanded: sw [r 2 0x3c] = r15

Cycle       4638 ----------------------------------------------------
pc:00000304 inst:(05012023) expanded: sw [r 2 0x40] = r16

Cycle       4639 ----------------------------------------------------
pc:00000308 inst:(05112223) expanded: sw [r 2 0x44] = r17

Cycle       4640 ----------------------------------------------------
pc:0000030c inst:(05212423) expanded: sw [r 2 0x48] = r18

Cycle       4641 ----------------------------------------------------
pc:00000310 inst:(05312623) expanded: sw [r 2 0x4c] = r19

Cycle       4642 ----------------------------------------------------
pc:00000314 inst:(05412823) expanded: sw [r 2 0x50] = r20

Cycle       4643 ----------------------------------------------------
pc:00000318 inst:(05512a23) expanded: sw [r 2 0x54] = r21

Cycle       4644 ----------------------------------------------------
pc:0000031c inst:(05612c23) expanded: sw [r 2 0x58] = r22

Cycle       4645 ----------------------------------------------------
pc:00000320 inst:(05712e23) expanded: sw [r 2 0x5c] = r23

Cycle       4646 ----------------------------------------------------
pc:00000324 inst:(07812023) expanded: sw [r 2 0x60] = r24

Cycle       4647 ----------------------------------------------------
pc:00000328 inst:(07912223) expanded: sw [r 2 0x64] = r25

Cycle       4648 ----------------------------------------------------
pc:0000032c inst:(07a12423) expanded: sw [r 2 0x68] = r26

Cycle       4649 ----------------------------------------------------
pc:00000330 inst:(07b12623) expanded: sw [r 2 0x6c] = r27

Cycle       4650 ----------------------------------------------------
pc:00000334 inst:(07c12823) expanded: sw [r 2 0x70] = r28

Cycle       4651 ----------------------------------------------------
pc:00000338 inst:(07d12a23) expanded: sw [r 2 0x74] = r29

Cycle       4652 ----------------------------------------------------
pc:0000033c inst:(07e12c23) expanded: sw [r 2 0x78] = r30

Cycle       4653 ----------------------------------------------------
pc:00000340 inst:(07f12e23) expanded: sw [r 2 0x7c] = r31

Cycle       4654 ----------------------------------------------------
pc:00000344 inst:(340022f3) expanded: csrrs r 5 csr0x340 r 0

Cycle       4655 ----------------------------------------------------
pc:00000348 inst:(00512423) expanded: sw [r 2 0x8] = r 5

Cycle       4656 ----------------------------------------------------
pc:0000034c inst:(34202573) expanded: csrrs r10 csr0x342 r 0

Cycle       4657 ----------------------------------------------------
pc:00000350 inst:(341025f3) expanded: csrrs r11 csr0x341 r 0

Cycle       4658 ----------------------------------------------------
pc:00000354 inst:(00010613) expanded: addi r12 = r 2 0x0

Cycle       4659 ----------------------------------------------------
pc:00000358 inst:(26c000ef) expanded: jal r 1 0x26c

Cycle       4660 ----------------------------------------------------
pc:000005c4 inst:(00200793) expanded: addi r15 = r 0 0x2

Cycle       4661 ----------------------------------------------------
pc:000005c8 inst:(04f50063) expanded: beq r10 r15 0x40

Cycle       4662 ----------------------------------------------------
pc:000005cc inst:(00800713) expanded: addi r14 = r 0 0x8

Cycle       4663 ----------------------------------------------------
pc:000005d0 inst:(00e50863) expanded: beq r10 r14 0x10

Cycle       4664 ----------------------------------------------------
pc:000005e0 inst:(04462683) expanded: lw r13 = [r12 0x44]

Cycle       4665 ----------------------------------------------------
pc:000005e4 inst:(02862703) expanded: lw r14 = [r12 0x28]

Cycle       4666 ----------------------------------------------------
pc:000005e8 inst:(04068463) expanded: beq r13 r 0 0x48

Cycle       4667 ----------------------------------------------------
pc:000005ec inst:(0cf68e63) expanded: beq r13 r15 0xdc

Cycle       4668 ----------------------------------------------------
pc:000005f0 inst:(00100793) expanded: addi r15 = r 0 0x1

Cycle       4669 ----------------------------------------------------
pc:000005f4 inst:(0af68663) expanded: beq r13 r15 0xac

Cycle       4670 ----------------------------------------------------
pc:000005f8 inst:(00300613) expanded: addi r12 = r 0 0x3

Cycle       4671 ----------------------------------------------------
pc:000005fc inst:(0ec68263) expanded: beq r13 r12 0xe4

Cycle       4672 ----------------------------------------------------
pc:000006e0 inst:(ffc77793) expanded: andi r15 = r14 0xfffffffc

Cycle       4673 ----------------------------------------------------
pc:000006e4 inst:(0007a603) expanded: lw r12 = [r15 0x0]

Cycle       4674 ----------------------------------------------------
pc:000006e8 inst:(00371693) expanded: slli r13 = r14 0x3

Cycle       4675 ----------------------------------------------------
pc:000006ec inst:(0186f693) expanded: andi r13 = r13 0x18

Cycle       4676 ----------------------------------------------------
pc:000006f0 inst:(0ff00793) expanded: addi r15 = r 0 0xff

Cycle       4677 ----------------------------------------------------
pc:000006f4 inst:(00d797b3) expanded: sll r15 = r15 r13

Cycle       4678 ----------------------------------------------------
pc:000006f8 inst:(00c7f7b3) expanded: and r15 = r15 r12

Cycle       4679 ----------------------------------------------------
pc:000006fc inst:(00d7d7b3) expanded: srl r15 = r15 r13

Cycle       4680 ----------------------------------------------------
pc:00000700 inst:(f8078ce3) expanded: beq r15 r 0 0xffffff98

Cycle       4681 ----------------------------------------------------
pc:00000704 inst:(00010637) expanded: lui r12 0x10000

Cycle       4682 ----------------------------------------------------
pc:00000708 inst:(fff60813) expanded: addi r16 = r12 0xffffffff

Cycle       4683 ----------------------------------------------------
pc:0000070c inst:(0ff00513) expanded: addi r10 = r 0 0xff

Cycle       4684 ----------------------------------------------------
pc:00000710 inst:(0107f7b3) expanded: and r15 = r15 r16

